date,h1,h3,h12
2018-03-01,0.580726,0.716171,0.868801
2018-04-01,0.583676,0.716041,0.867289
2018-05-01,0.586055,0.717440,0.867330
2018-06-01,0.573575,0.708272,0.864206
2018-07-01,0.564115,0.701387,0.861753
2018-08-01,0.558721,0.698301,0.862029
2018-09-01,0.559807,0.701921,0.865041
2018-10-01,0.570210,0.713273,0.871088
2018-11-01,0.588655,0.731735,0.880624
2018-12-01,0.609333,0.748065,0.885710
2019-01-01,0.611474,0.751975,0.888383
2019-02-01,0.605888,0.749499,0.888715
2019-03-01,0.602851,0.746200,0.887650
2019-04-01,0.614087,0.754154,0.891045
2019-05-01,0.613725,0.756051,0.895316
2019-06-01,0.615431,0.758705,0.900419
2019-07-01,0.622375,0.765664,0.906040
2019-08-01,0.636263,0.779456,0.915432
2019-09-01,0.652688,0.795491,0.925244
2019-10-01,0.681507,0.822678,0.940119
2019-11-01,0.719044,0.858558,0.959602
2019-12-01,0.769219,0.907065,0.984773
2020-01-01,0.847541,0.980563,1.021598
2020-02-01,0.955096,1.083233,1.072502
2020-03-01,1.145266,1.249019,1.144743
2020-04-01,1.197576,1.286843,1.155068
2020-05-01,1.232143,1.309077,1.158994
2020-06-01,1.184646,1.263846,1.135802
2020-07-01,1.106640,1.195495,1.104704
2020-08-01,1.029339,1.126083,1.072879
2020-09-01,0.949830,1.064417,1.047335
2020-10-01,0.894236,1.017174,1.024529
2020-11-01,0.864729,0.992181,1.010977
2020-12-01,0.856409,0.983332,1.005273
2021-01-01,0.861580,0.985135,1.004238
2021-02-01,0.897395,1.009206,1.011175
2021-03-01,0.898228,1.015252,1.014564
2021-04-01,0.852111,0.976743,0.998623
2021-05-01,0.828506,0.952531,0.987843
2021-06-01,0.808185,0.936473,0.982066
2021-07-01,0.791791,0.926591,0.979512
2021-08-01,0.783592,0.920543,0.977724
2021-09-01,0.792594,0.926184,0.979717
2021-10-01,0.779679,0.918020,0.980185
2021-11-01,0.771955,0.913220,0.980166
2021-12-01,0.784162,0.924707,0.986520
2022-01-01,0.813155,0.950661,0.999626
2022-02-01,0.817181,0.959644,1.007642
2022-03-01,0.826405,0.970670,1.016673
2022-04-01,0.833985,0.979575,1.023382
2022-05-01,0.834808,0.981004,1.026840
2022-06-01,0.843060,0.989274,1.031786
2022-07-01,0.852947,1.001271,1.038883
2022-08-01,0.812904,0.965314,1.028090
2022-09-01,0.790941,0.944716,1.021888
2022-10-01,0.774320,0.927399,1.013313
2022-11-01,0.773410,0.921819,1.007020
2022-12-01,0.776265,0.918270,0.999334
2023-01-01,0.771808,0.912380,0.992564
2023-02-01,0.738514,0.884118,0.978708
2023-03-01,0.720364,0.866251,0.968021
2023-04-01,0.701908,0.849066,0.959641
2023-05-01,0.687576,0.835163,0.951616
2023-06-01,0.675583,0.823683,0.944443
2023-07-01,0.660984,0.811598,0.939686
2023-08-01,0.658831,0.809936,0.938556
2023-09-01,0.648232,0.801306,0.934783
2023-10-01,0.652147,0.804246,0.935565
2023-11-01,0.652772,0.801059,0.932124
2023-12-01,0.648257,0.794878,0.927564
2024-01-01,0.653809,0.795517,0.924195
2024-02-01,0.638752,0.781046,0.916758
2024-03-01,0.618225,0.761752,0.907107
2024-04-01,0.608258,0.752614,0.903014
2024-05-01,0.603760,0.745978,0.898215
2024-06-01,0.594120,0.737193,0.894332
2024-07-01,0.594450,0.736595,0.893921
2024-08-01,0.595313,0.738053,0.896699
2024-09-01,0.598019,0.739669,0.896687
2024-10-01,0.602812,0.741998,0.895863
2024-11-01,0.607270,0.743461,0.891573
2024-12-01,0.619880,0.749828,0.889816
2025-01-01,0.628021,0.754131,0.889889
2025-02-01,0.629347,0.756427,0.888456
2025-03-01,0.628514,0.755983,0.886540
2025-04-01,0.611669,0.741781,0.880432
2025-05-01,0.602856,0.731499,0.874791
2025-06-01,0.589358,0.720713,0.871416
2025-07-01,0.581672,0.713822,0.868259
2025-08-01,0.574986,0.709507,0.868259
2025-09-01,0.574106,0.709147,0.868731
2025-10-01,0.577468,0.712287,0.870476
2025-11-01,0.579688,0.716258,0.874058
2025-12-01,0.593479,0.729422,0.880520
2026-01-01,0.613656,0.747911,0.889821
2026-02-01,0.632822,0.769769,0.901347
2026-03-01,0.652219,0.792654,0.914907
2026-04-01,0.657210,0.799075,0.917461
2026-05-01,0.661426,0.806622,0.922009
2026-06-01,0.675229,0.824103,0.930631
